session_date,channel,sessions,orders,conversion_rate,revenue_idr,avg_order_value,is_promo_period
2023-06-02,Website,358,36,0.1006,7629702,211936,0
2023-06-03,Shopee,1404,214,0.1529,35553073,166136,0
2023-06-03,Tokopedia,908,72,0.08,15787276,219268,0
2023-06-03,Website,344,39,0.114,10666591,273502,0
2023-06-04,Shopee,1190,135,0.1137,22482538,166537,0
2023-06-04,Tokopedia,751,70,0.0933,12948059,184972,0
2023-06-04,Website,551,57,0.1051,13537339,237497,0
2023-06-05,Shopee,1210,133,0.1105,20187457,151785,0
2023-06-05,Tokopedia,978,111,0.114,22555668,203204,0
2023-06-05,Website,433,40,0.0936,9124971,228124,0
2023-06-06,Shopee,1290,162,0.1259,26781183,165316,0
2023-06-06,Tokopedia,820,112,0.1372,20373584,181907,0
2023-06-06,Website,405,30,0.0747,7899405,263314,0
2023-06-07,Shopee,1382,93,0.0675,15494327,166606,0
2023-06-07,Tokopedia,986,70,0.071,9561409,136592,0
2023-06-07,Website,390,23,0.0595,5251289,228317,0
2023-06-08,Shopee,1003,102,0.1025,15475108,151717,0
2023-06-08,Tokopedia,803,117,0.1458,21523590,183962,0
2023-06-08,Website,342,32,0.0956,7101715,221929,0
2023-06-09,Shopee,1177,156,0.1333,31023420,198868,0
2023-06-09,Tokopedia,672,87,0.1309,18426237,211796,0
2023-06-09,Website,413,38,0.0925,8666485,228065,0
2023-06-10,Shopee,1549,154,0.0999,26474793,171914,0
2023-06-10,Tokopedia,1016,97,0.0958,18898071,194825,0
2023-06-10,Website,467,35,0.0762,8701850,248624,0
2023-06-11,Shopee,1279,154,0.1211,24148341,156807,0
2023-06-11,Tokopedia,1041,104,0.1004,17252289,165887,0
2023-06-11,Website,427,26,0.0629,7455448,286748,0
2023-06-12,Shopee,1766,203,0.115,27410473,135027,0
2023-06-12,Tokopedia,925,111,0.1205,17977025,161955,0
2023-06-12,Website,498,57,0.1146,12305938,215894,0
2023-06-13,Shopee,1472,187,0.1276,29831201,159525,0
2023-06-13,Tokopedia,1015,111,0.1094,24033216,216515,0
2023-06-13,Website,566,57,0.1009,10698565,187694,0
2023-06-14,Shopee,1515,166,0.11,27526831,165824,0
2023-06-14,Tokopedia,697,62,0.0893,15447183,249148,0
2023-06-14,Website,520,53,0.1038,9503176,179305,0
2023-06-15,Shopee,1478,137,0.0928,27285376,199163,0
2023-06-15,Tokopedia,1099,105,0.0963,18230435,173623,0
2023-06-15,Website,446,51,0.1161,4737455,92891,0
2023-06-16,Shopee,1449,231,0.1599,40652571,175985,0
2023-06-16,Tokopedia,940,108,0.116,25039463,231847,0
2023-06-16,Website,455,54,0.1202,12336897,228461,0
2023-06-17,Shopee,1307,177,0.1355,34872704,197021,0
2023-06-17,Tokopedia,1046,102,0.0976,19633637,192487,0
2023-06-17,Website,425,34,0.082,7341110,215915,0
2023-06-18,Shopee,1318,168,0.1277,33572373,199836,0
2023-06-18,Tokopedia,812,54,0.0666,8002954,148203,0
2023-06-18,Website,467,33,0.0722,7807797,236600,0
2023-06-19,Shopee,1389,192,0.1384,31949257,166402,0
2023-06-19,Tokopedia,953,65,0.0685,15585458,239776,0
2023-06-19,Website,497,31,0.0641,7682033,247808,0
2023-06-20,Shopee,1254,170,0.1358,28458230,167401,0
2023-06-20,Tokopedia,766,101,0.1324,21360500,211490,0
2023-06-20,Website,520,41,0.0795,9604339,234252,0
2023-06-21,Shopee,1460,193,0.1324,28288303,146572,0
2023-06-21,Tokopedia,751,100,0.1339,19174918,191749,0
2023-06-21,Website,509,49,0.0972,13209528,269582,0
2023-06-22,Shopee,1389,172,0.1244,27235096,158344,0
2023-06-22,Tokopedia,720,73,0.1017,11989145,164235,0
2023-06-22,Website,419,42,0.1017,9224482,219631,0
2023-06-23,Shopee,1618,223,0.138,34022813,152569,0
2023-06-23,Tokopedia,719,74,0.103,12015541,162372,0
2023-06-23,Website,471,41,0.0887,7519891,183412,0
2023-06-24,Shopee,1544,262,0.1703,44216068,168764,0
2023-06-24,Tokopedia,1010,101,0.1003,20211794,200117,0
2023-06-24,Website,379,33,0.0876,7639289,231494,0
2023-06-25,Shopee,1200,209,0.1749,31133221,148963,0
2023-06-25,Tokopedia,766,109,0.1429,23829083,218615,0
2023-06-25,Website,466,45,0.0974,8492271,188717,0
2023-06-26,Shopee,1324,169,0.128,23943587,141678,0
2023-06-26,Tokopedia,808,93,0.1151,17569608,188921,0
2023-06-26,Website,398,38,0.0963,7181119,188977,0
2023-06-27,Shopee,1066,109,0.1031,17831860,163595,0
2023-06-27,Tokopedia,890,116,0.131,23954805,206507,0
2023-06-27,Website,357,24,0.0691,6274827,261451,0
2023-06-28,Shopee,1567,284,0.1818,42991136,151377,0
2023-06-28,Tokopedia,699,94,0.1359,20195680,214848,0
2023-06-28,Website,335,24,0.0726,7259586,302483,0
2023-06-29,Shopee,1617,184,0.1139,37269267,202550,0
2023-06-29,Tokopedia,1036,118,0.1139,23852605,202141,0
2023-06-29,Website,323,19,0.0611,3494119,183901,0
2023-06-30,Shopee,1497,144,0.0968,24786614,172129,0
2023-06-30,Tokopedia,832,47,0.0576,10847005,230787,0
2023-06-30,Website,367,26,0.0725,5385644,207140,0
2023-07-01,Shopee,1222,159,0.1307,29397980,184893,0
2023-07-01,Tokopedia,695,93,0.1347,12719592,136770,0
2023-07-01,Website,313,32,0.1043,6630166,207193,0
2023-07-02,Shopee,1048,117,0.1124,25204461,215423,0
2023-07-02,Tokopedia,797,116,0.1459,21132049,182173,0
2023-07-02,Website,426,51,0.12,10171667,199444,0
2023-07-03,Shopee,1377,226,0.1644,46993714,207937,0
2023-07-03,Tokopedia,1018,94,0.0926,24832756,264178,0
2023-07-03,Website,397,28,0.0707,7080321,252869,0
2023-07-04,Shopee,1533,216,0.1413,33500843,155096,0
2023-07-04,Tokopedia,859,80,0.0933,15333996,191675,0
2023-07-04,Website,367,32,0.0883,7350255,229695,0
2023-07-05,Shopee,1414,153,0.1088,29382901,192045,0
2023-07-05,Tokopedia,683,87,0.1288,16899637,194249,0
2023-07-05,Website,416,33,0.0794,6541311,198222,0
2023-07-06,Shopee,1489,174,0.1174,29604518,170141,0
2023-07-06,Tokopedia,920,116,0.1264,24135900,208068,0
2023-07-06,Website,572,65,0.1138,15510052,238616,0
2023-07-07,Shopee,1582,215,0.1364,51353595,238854,0
2023-07-07,Tokopedia,811,97,0.1201,20829197,214734,0
2023-07-07,Website,431,37,0.0876,8796935,237755,0
2023-07-08,Shopee,1177,172,0.1468,31049087,180518,0
2023-07-08,Tokopedia,846,95,0.1128,18244629,192049,0
2023-07-08,Website,386,30,0.0791,7443592,248120,0
2023-07-09,Shopee,1312,166,0.1269,31265824,188348,0
2023-07-09,Tokopedia,1100,95,0.0868,20401316,214751,0
2023-07-09,Website,361,37,0.1027,9663472,261175,0
2023-07-10,Shopee,1175,99,0.0846,20904308,211155,0
2023-07-10,Tokopedia,977,134,0.1372,23098646,172378,0
2023-07-10,Website,410,33,0.0818,8030506,243349,0
2023-07-11,Shopee,1344,189,0.1407,34027171,180038,0
2023-07-11,Tokopedia,854,97,0.1146,16798829,173184,0
2023-07-11,Website,552,64,0.1177,16329795,255153,0
2023-07-12,Shopee,741,80,0.1082,14769556,184619,0
2023-07-12,Tokopedia,814,91,0.1122,18841378,207048,0
2023-07-12,Website,370,32,0.087,5718379,178699,0
2023-07-13,Shopee,1359,119,0.0877,21995341,184835,0
2023-07-13,Tokopedia,865,94,0.1095,24388053,259447,0
2023-07-13,Website,353,36,0.102,7875637,218768,0
2023-07-14,Shopee,1188,143,0.1208,29654689,207375,0
2023-07-14,Tokopedia,961,98,0.1024,18447740,188242,0
2023-07-14,Website,390,30,0.0774,6682172,222739,0
2023-07-15,Shopee,1229,160,0.1309,27280671,170504,0
2023-07-15,Tokopedia,1008,90,0.0899,17244151,191602,0
2023-07-15,Website,437,43,0.0993,9195328,213845,0
2023-07-16,Shopee,1342,155,0.1161,23253627,150023,0
2023-07-16,Tokopedia,891,111,0.1252,20981300,189021,0
2023-07-16,Website,415,33,0.0817,6722626,203716,0
2023-07-17,Shopee,1354,158,0.1174,32594828,206296,0
2023-07-17,Tokopedia,1062,76,0.0719,12108611,159324,0
2023-07-17,Website,527,42,0.081,9237035,219929,0
2023-07-18,Shopee,1056,98,0.0937,15382230,156962,0
2023-07-18,Tokopedia,912,82,0.0902,17595043,214574,0
2023-07-18,Website,418,43,0.1047,9500270,220937,0
2023-07-19,Shopee,1433,142,0.0996,28647763,201745,0
2023-07-19,Tokopedia,1001,137,0.137,29430351,214820,0
2023-07-19,Website,346,35,0.1038,6826538,195044,0
2023-07-20,Shopee,1508,138,0.0921,24218441,175496,0
2023-07-20,Tokopedia,878,108,0.1235,27211281,251956,0
2023-07-20,Website,488,32,0.0673,8479064,264971,0
2023-07-21,Shopee,1184,144,0.1222,25747669,178803,0
2023-07-21,Tokopedia,914,115,0.1264,28164438,244908,0
2023-07-21,Website,438,51,0.1168,12376880,242684,0
2023-07-22,Shopee,1346,161,0.1199,31060643,192923,0
2023-07-22,Tokopedia,838,66,0.0789,13395415,202961,0
2023-07-22,Website,367,28,0.0767,5074925,181247,0
2023-07-23,Shopee,1632,232,0.1422,36301927,156474,0
2023-07-23,Tokopedia,809,99,0.1234,17667239,178457,0
2023-07-23,Website,419,34,0.0831,7648715,224962,0
2023-07-24,Shopee,1475,230,0.1562,41276971,179465,0
2023-07-24,Tokopedia,901,91,0.1014,19941598,219138,0
2023-07-24,Website,390,44,0.1143,11242487,255511,0
2023-07-25,Shopee,1606,192,0.1199,38563546,200852,0
2023-07-25,Tokopedia,719,89,0.1238,15399872,173032,0
2023-07-25,Website,323,26,0.0836,5542472,213172,0
2023-07-26,Shopee,1004,168,0.1678,22351145,133043,0
2023-07-26,Tokopedia,727,86,0.1186,16140912,187685,0
2023-07-26,Website,498,52,0.1049,12457488,239567,0
2023-07-27,Shopee,1473,135,0.0917,27894839,206628,0
2023-07-27,Tokopedia,709,75,0.1067,16820206,224269,0
2023-07-27,Website,389,39,0.1015,7891393,202343,0
2023-07-28,Shopee,1158,184,0.1591,33815863,183782,0
2023-07-28,Tokopedia,831,93,0.112,17354531,186608,0
2023-07-28,Website,481,48,0.1016,12040696,250848,0
2023-07-29,Shopee,1580,149,0.0946,25155971,168832,0
2023-07-29,Tokopedia,777,91,0.1174,13157831,144592,0
2023-07-29,Website,436,49,0.1137,8995659,183585,0
2023-07-30,Shopee,995,93,0.0943,16013955,172193,0
2023-07-30,Tokopedia,788,87,0.1116,16818149,193312,0
2023-07-30,Website,377,27,0.0738,6706683,248396,0
2023-07-31,Shopee,1576,209,0.1331,38230945,182923,0
2023-07-31,Tokopedia,709,69,0.0985,17753564,257298,0
2023-07-31,Website,461,47,0.1026,10054775,213931,0
2023-08-01,Shopee,1011,136,0.1347,25021724,183983,0
2023-08-01,Tokopedia,643,72,0.1132,15869565,220411,0
2023-08-01,Website,478,48,0.1007,9373970,195291,0
2023-08-02,Shopee,1602,204,0.1278,42523428,208448,0
2023-08-02,Tokopedia,1037,106,0.1026,18061168,170388,0
2023-08-02,Website,428,39,0.092,7948036,203796,0
2023-08-03,Shopee,1067,127,0.1195,29060585,228824,0
2023-08-03,Tokopedia,1091,83,0.0766,14691421,177005,0
2023-08-03,Website,428,40,0.0948,9874808,246870,0
2023-08-04,Shopee,1499,205,0.137,49125465,239636,0
2023-08-04,Tokopedia,744,103,0.1389,18595244,180536,0
2023-08-04,Website,466,43,0.0928,10562767,245646,0
2023-08-05,Shopee,1358,151,0.1115,29963056,198431,0
2023-08-05,Tokopedia,936,83,0.0891,13053192,157267,0
2023-08-05,Website,361,24,0.0692,5505637,229402,0
2023-08-06,Shopee,1172,124,0.1063,18645933,150370,0
2023-08-06,Tokopedia,1025,106,0.104,19189940,181037,0
2023-08-06,Website,354,33,0.0933,9170033,277880,0
2023-08-07,Shopee,1328,208,0.157,32852111,157943,0
2023-08-07,Tokopedia,1122,144,0.1292,33180002,230417,0
2023-08-07,Website,406,25,0.0627,6570448,262818,0
2023-08-08,Shopee,1278,104,0.0814,20569803,197787,0
2023-08-08,Tokopedia,832,98,0.1186,21431607,218690,0
2023-08-08,Website,408,56,0.1393,14029870,250533,0
2023-08-09,Shopee,1493,184,0.1235,32495119,176604,0
2023-08-09,Tokopedia,1094,139,0.1278,27480345,197700,0
2023-08-09,Website,444,36,0.0819,8592018,238667,0
2023-08-10,Shopee,1070,175,0.1641,22348999,127709,0
2023-08-10,Tokopedia,1071,152,0.1423,34698526,228280,0
2023-08-10,Website,470,55,0.1178,16039858,291634,0
2023-08-11,Shopee,1451,159,0.1102,25548024,160679,0
2023-08-11,Tokopedia,843,81,0.097,15343012,189420,0
2023-08-11,Website,507,45,0.0902,8288441,184188,0
2023-08-12,Shopee,1122,134,0.1194,21793937,162641,0
2023-08-12,Tokopedia,1006,108,0.1082,21709659,201015,0
2023-08-12,Website,431,34,0.08,8643341,254216,0
2023-08-13,Shopee,1375,134,0.0981,22531711,168147,0
2023-08-13,Tokopedia,702,69,0.0989,10095533,146312,0
2023-08-13,Website,470,43,0.093,8007649,186224,0
2023-08-14,Shopee,1508,185,0.1228,27987762,151285,0
2023-08-14,Tokopedia,955,92,0.097,20967409,227907,0
2023-08-14,Website,473,35,0.0754,8371296,239180,0
2023-08-15,Shopee,1525,163,0.1071,26301608,161360,0
2023-08-15,Tokopedia,1023,84,0.083,18360298,218575,0
2023-08-15,Website,530,43,0.0829,10491135,243980,0
2023-08-16,Shopee,1343,185,0.1378,34088420,184262,0
2023-08-16,Tokopedia,795,76,0.0958,13626287,179293,0
2023-08-16,Website,446,49,0.1101,12544368,256008,0
2023-08-17,Shopee,1269,153,0.1212,26919105,175942,0
2023-08-17,Tokopedia,847,90,0.1073,20102193,223358,0
2023-08-17,Website,415,34,0.0843,7301991,214764,0
2023-08-18,Shopee,829,74,0.0901,15639702,211347,0
2023-08-18,Tokopedia,792,109,0.1386,29957526,274840,0
2023-08-18,Website,554,63,0.1148,14080681,223503,0
2023-08-19,Shopee,1546,165,0.1074,29164566,176755,0
2023-08-19,Tokopedia,747,77,0.1033,16503485,214331,0
2023-08-19,Website,432,31,0.0719,6553090,211390,0
2023-08-20,Shopee,1372,158,0.1158,26733276,169198,0
2023-08-20,Tokopedia,863,92,0.1074,16006964,173989,0
2023-08-20,Website,381,35,0.092,7036057,201030,0
2023-08-21,Shopee,1428,122,0.0857,25218360,206708,0
2023-08-21,Tokopedia,1158,116,0.1009,15906625,137126,0
2023-08-21,Website,449,34,0.0777,6072952,178616,0
2023-08-22,Shopee,1505,171,0.1137,22125296,129388,0
2023-08-22,Tokopedia,853,93,0.1097,17107288,183949,0
2023-08-22,Website,492,51,0.1045,13123859,257331,0
2023-08-23,Shopee,1171,130,0.1118,18455120,141962,0
2023-08-23,Tokopedia,919,125,0.1365,23754751,190038,0
2023-08-23,Website,426,39,0.0931,8683512,222654,0
2023-08-24,Shopee,1322,103,0.0784,18113038,175855,0
2023-08-24,Tokopedia,733,83,0.1142,14554403,175354,0
2023-08-24,Website,300,34,0.1155,6762386,198894,0
2023-08-25,Shopee,1222,157,0.1288,23906003,152268,0
2023-08-25,Tokopedia,1035,91,0.0884,18806994,206670,0
2023-08-25,Website,414,39,0.0953,7850078,201284,0
2023-08-26,Shopee,1780,185,0.1044,36773419,198775,0
2023-08-26,Tokopedia,859,89,0.1039,16199646,182018,0
2023-08-26,Website,444,40,0.0913,10320895,258022,0
2023-08-27,Shopee,1288,170,0.1324,31997615,188221,0
2023-08-27,Tokopedia,814,90,0.1118,14663546,162928,0
2023-08-27,Website,356,48,0.1371,11122694,231723,0
2023-08-28,Shopee,1085,158,0.1465,28861936,182670,0
2023-08-28,Tokopedia,1140,87,0.0764,16079415,184821,0
2023-08-28,Website,462,45,0.0976,13796730,306594,0
2023-08-29,Shopee,1293,104,0.081,13413564,128977,0
2023-08-29,Tokopedia,935,100,0.1079,17411085,174111,0
2023-08-29,Website,408,40,0.0998,8343207,208580,0
2023-08-30,Shopee,1082,119,0.1103,17661127,148413,0
2023-08-30,Tokopedia,741,57,0.0774,11919873,209121,0
2023-08-30,Website,479,43,0.0902,8792101,204467,0
2023-08-31,Shopee,1056,123,0.1167,24187988,196650,0
2023-08-31,Tokopedia,737,58,0.0795,13154403,226800,0
2023-08-31,Website,481,55,0.1161,9178536,166882,0
2023-09-01,Shopee,1351,162,0.1206,24581274,151736,0
2023-09-01,Tokopedia,886,75,0.0853,13460171,179469,0
2023-09-01,Website,389,44,0.1132,9043297,205529,0
2023-09-02,Shopee,1218,159,0.1309,30394783,191162,0
2023-09-02,Tokopedia,979,114,0.1169,29647058,260062,0
2023-09-02,Website,440,45,0.1038,9022913,200509,0
2023-09-03,Shopee,1291,160,0.1246,29100090,181876,0
2023-09-03,Tokopedia,951,91,0.0961,21606133,237430,0
2023-09-03,Website,414,35,0.0855,8137121,232489,0
2023-09-04,Shopee,1105,135,0.1229,29165471,216041,0
2023-09-04,Tokopedia,790,107,0.1364,17648728,164941,0
2023-09-04,Website,337,27,0.0818,6396871,236921,0
2023-09-05,Shopee,1568,190,0.1214,25722172,135380,0
2023-09-05,Tokopedia,622,75,0.1211,11588433,154512,0
2023-09-05,Website,344,30,0.09,6113810,203794,0
2023-09-06,Shopee,1166,149,0.128,26276417,176352,0
2023-09-06,Tokopedia,1007,128,0.1277,25636053,200282,0
2023-09-06,Website,469,43,0.0934,9258887,215323,0
2023-09-07,Shopee,1247,119,0.0955,21866528,183752,0
2023-09-07,Tokopedia,1029,115,0.1121,27088102,235549,0
2023-09-07,Website,455,37,0.0819,9358074,252921,0
2023-09-08,Shopee,1234,132,0.1073,21517910,163014,0
2023-09-08,Tokopedia,953,134,0.1412,30852802,230245,0
2023-09-08,Website,336,34,0.102,6891549,202693,0
2023-09-09,Shopee,1662,169,0.1018,27493965,162686,0
2023-09-09,Tokopedia,536,74,0.139,12221903,165161,0
2023-09-09,Website,283,26,0.0927,4212890,162034,0
2023-09-10,Shopee,1495,168,0.1124,21602522,128586,0
2023-09-10,Tokopedia,855,91,0.1065,17558845,192954,0
2023-09-10,Website,493,33,0.0688,7753577,234957,0
2023-09-11,Shopee,1308,191,0.146,31178025,163236,0
2023-09-11,Tokopedia,847,115,0.1358,17276488,150230,0
2023-09-11,Website,445,39,0.0891,8840409,226677,0
2023-09-12,Shopee,1063,126,0.1195,22631706,179617,0
2023-09-12,Tokopedia,872,84,0.0965,15146180,180312,0
2023-09-12,Website,480,39,0.0818,8234053,211130,0
2023-09-13,Shopee,1357,224,0.1651,47041821,210008,0
2023-09-13,Tokopedia,965,134,0.1389,25694723,191752,0
2023-09-13,Website,409,48,0.1188,10394120,216544,0
2023-09-14,Shopee,1690,247,0.1466,47960043,194170,0
2023-09-14,Tokopedia,961,100,0.105,16455050,164550,0
2023-09-14,Website,465,37,0.0811,7579851,204861,0
2023-09-15,Shopee,1301,125,0.0963,20087700,160702,0
2023-09-15,Tokopedia,812,94,0.1162,15708981,167117,0
2023-09-15,Website,357,29,0.0833,6744153,232557,0
2023-09-16,Shopee,1528,193,0.1268,30543789,158258,0
2023-09-16,Tokopedia,947,111,0.1173,24323576,219131,0
2023-09-16,Website,401,38,0.096,7879672,207360,0
2023-09-17,Shopee,1137,137,0.1211,22016672,160706,0
2023-09-17,Tokopedia,965,129,0.1337,25929492,201004,0
2023-09-17,Website,456,39,0.0869,10169008,260744,0
2023-09-18,Shopee,1183,185,0.1565,20065456,108462,0
2023-09-18,Tokopedia,964,120,0.1246,24356029,202967,0
2023-09-18,Website,364,29,0.0808,7159290,246872,0
2023-09-19,Shopee,1396,206,0.1482,35674918,173179,0
2023-09-19,Tokopedia,677,91,0.1346,21552831,236844,0
2023-09-19,Website,451,36,0.0817,6997259,194368,0
2023-09-20,Shopee,1534,155,0.1012,28582407,184403,0
2023-09-20,Tokopedia,1027,158,0.1544,26109599,165251,0
2023-09-20,Website,360,20,0.0576,3846589,192329,0
2023-09-21,Shopee,1536,215,0.1404,32019228,148927,0
2023-09-21,Tokopedia,1063,134,0.1266,32089682,239475,0
2023-09-21,Website,502,48,0.0958,9245796,192621,0
2023-09-22,Shopee,1069,156,0.1464,20888613,133901,0
2023-09-22,Tokopedia,747,77,0.1033,11217517,145682,0
2023-09-22,Website,390,31,0.0815,6485183,209199,0
2023-09-23,Shopee,1331,134,0.1014,26720382,199406,0
2023-09-23,Tokopedia,699,41,0.0598,6903680,168382,0
2023-09-23,Website,408,46,0.1129,10461304,227420,0
2023-09-24,Shopee,911,94,0.1033,13974820,148668,0
2023-09-24,Tokopedia,773,75,0.0982,13810560,184141,0
2023-09-24,Website,374,29,0.0788,7109056,245140,0
2023-09-25,Shopee,1154,205,0.1781,37355396,182221,0
2023-09-25,Tokopedia,696,86,0.1237,18634362,216679,0
2023-09-25,Website,380,34,0.0912,7973438,234513,0
2023-09-26,Shopee,1126,152,0.1357,24752618,162846,0
2023-09-26,Tokopedia,725,70,0.0977,13258972,189414,0
2023-09-26,Website,431,44,0.1038,7430067,168865,0
2023-09-27,Shopee,1434,199,0.1392,36211774,181969,0
2023-09-27,Tokopedia,915,106,0.1162,20923865,197395,0
2023-09-27,Website,405,42,0.1049,6262787,149114,0
2023-09-28,Shopee,1217,160,0.1322,35411733,221323,0
2023-09-28,Tokopedia,1023,131,0.1281,29431141,224665,0
2023-09-28,Website,443,34,0.0783,7783705,228932,0
2023-09-29,Shopee,1387,193,0.1396,26235443,135935,0
2023-09-29,Tokopedia,889,98,0.111,11764448,120045,0
2023-09-29,Website,449,39,0.0877,9657258,247622,0
2023-09-30,Shopee,1221,155,0.1272,23252492,150016,0
2023-09-30,Tokopedia,733,77,0.1058,16109709,209217,0
2023-09-30,Website,461,41,0.0897,10938910,266803,0
2023-10-01,Shopee,1366,208,0.1529,29824719,143388,0
2023-10-01,Tokopedia,986,103,0.1051,23290501,226121,0
2023-10-01,Website,374,27,0.0733,5814600,215356,0
2023-10-02,Shopee,1344,193,0.1443,32330826,167517,0
2023-10-02,Tokopedia,723,66,0.0918,10944131,165820,0
2023-10-02,Website,411,42,0.1037,9367657,223039,0
2023-10-03,Shopee,1673,178,0.1069,31877095,179085,0
2023-10-03,Tokopedia,1038,99,0.0956,19136912,193302,0
2023-10-03,Website,457,43,0.0956,10543332,245194,0
2023-10-04,Shopee,1574,176,0.1123,31740313,180343,0
2023-10-04,Tokopedia,849,99,0.1167,17797618,179774,0
2023-10-04,Website,488,52,0.1068,9367819,180150,0
2023-10-05,Shopee,1465,172,0.1175,38926904,226319,0
2023-10-05,Tokopedia,1013,97,0.0959,22113541,227975,0
2023-10-05,Website,389,36,0.0945,9155162,254310,0
2023-10-06,Shopee,1184,161,0.1366,36035201,223821,0
2023-10-06,Tokopedia,810,90,0.1113,18877590,209751,0
2023-10-06,Website,430,32,0.0757,7065897,220809,0
2023-10-07,Shopee,1011,127,0.1257,24220937,190716,0
2023-10-07,Tokopedia,949,102,0.1085,22873035,224245,0
2023-10-07,Website,417,39,0.0941,8890439,227960,0
2023-10-08,Shopee,1606,179,0.1119,32175416,179751,0
2023-10-08,Tokopedia,1013,117,0.1162,21200144,181198,0
2023-10-08,Website,417,31,0.0766,7732933,249449,0
2023-10-09,Shopee,1337,203,0.1524,32116242,158208,0
2023-10-09,Tokopedia,807,102,0.1269,18814517,184456,0
2023-10-09,Website,382,40,0.1069,9791949,244799,0
2023-10-10,Shopee,1160,164,0.142,27663496,168680,0
2023-10-10,Tokopedia,975,103,0.1059,20033181,194497,0
2023-10-10,Website,483,56,0.116,9769501,174455,0
2023-10-11,Shopee,1378,116,0.0843,24105047,207802,0
2023-10-11,Tokopedia,708,66,0.0945,12514964,189621,0
2023-10-11,Website,459,51,0.1122,11456646,224640,0
2023-10-12,Shopee,1235,159,0.1293,21758765,136848,0
2023-10-12,Tokopedia,839,110,0.1322,22838436,207622,0
2023-10-12,Website,299,30,0.1035,6809342,226978,0
2023-10-13,Shopee,1199,180,0.1503,27123447,150686,0
2023-10-13,Tokopedia,863,106,0.1239,21187045,199878,0
2023-10-13,Website,433,37,0.0876,9918142,268058,0
2023-10-14,Shopee,1445,122,0.0849,22258433,182446,0
2023-10-14,Tokopedia,687,100,0.1465,22760724,227607,0
2023-10-14,Website,466,48,0.1034,8220131,171253,0
2023-10-15,Shopee,1375,169,0.1233,28111609,166341,0
2023-10-15,Tokopedia,937,100,0.1077,16537250,165372,0
2023-10-15,Website,437,47,0.1097,10452607,222396,0
2023-10-16,Shopee,1262,166,0.1321,30839368,185779,0
2023-10-16,Tokopedia,894,116,0.1302,21584603,186074,0
2023-10-16,Website,418,35,0.086,7762011,221772,0
2023-10-17,Shopee,1333,179,0.1344,30299578,169271,0
2023-10-17,Tokopedia,812,87,0.1072,14288193,164232,0
2023-10-17,Website,407,24,0.0594,5111864,212994,0
2023-10-18,Shopee,1084,139,0.1286,22796129,164001,0
2023-10-18,Tokopedia,664,69,0.105,13231629,191763,0
2023-10-18,Website,387,34,0.0891,9401041,276501,0
2023-10-19,Shopee,1339,122,0.0915,22457719,184080,0
2023-10-19,Tokopedia,909,73,0.0814,15256115,208988,0
2023-10-19,Website,477,42,0.0895,9746292,232055,0
2023-10-20,Shopee,1147,154,0.1348,29693558,192815,0
2023-10-20,Tokopedia,1014,105,0.1043,15366766,146350,0
2023-10-20,Website,519,48,0.0928,7737046,161188,0
2023-10-21,Shopee,1348,173,0.1285,31845258,184077,0
2023-10-21,Tokopedia,959,136,0.1425,27192826,199947,0
2023-10-21,Website,340,20,0.0606,4075687,203784,0
2023-10-22,Shopee,1336,172,0.1292,27404984,159331,0
2023-10-22,Tokopedia,966,78,0.0815,15932887,204268,0
2023-10-22,Website,473,26,0.0568,5230335,201167,0
2023-10-23,Shopee,1398,114,0.0816,20798166,182440,0
2023-10-23,Tokopedia,675,82,0.1229,15927524,194238,0
2023-10-23,Website,382,43,0.1144,9597845,223206,0
2023-10-24,Shopee,1242,113,0.0916,16215361,143499,0
2023-10-24,Tokopedia,896,116,0.1303,24315026,209612,0
2023-10-24,Website,350,28,0.0827,6127669,218845,0
2023-10-25,Shopee,1498,181,0.1215,34036226,188045,0
2023-10-25,Tokopedia,1003,131,0.1312,28932199,220856,0
2023-10-25,Website,535,57,0.1066,13206931,231701,0
2023-10-26,Shopee,1454,133,0.0918,22755214,171092,0
2023-10-26,Tokopedia,1011,82,0.0813,17017173,207526,0
2023-10-26,Website,437,39,0.0912,8777627,225067,0
2023-10-27,Shopee,1235,173,0.1403,27846095,160960,0
2023-10-27,Tokopedia,792,81,0.1028,10837117,133792,0
2023-10-27,Website,399,37,0.0933,8699944,235134,0
2023-10-28,Shopee,990,73,0.0745,13592688,186201,0
2023-10-28,Tokopedia,1051,165,0.1578,42117450,255257,0
2023-10-28,Website,391,40,0.1025,7664696,191617,0
2023-10-29,Shopee,1777,190,0.1072,32757343,172407,0
2023-10-29,Tokopedia,757,68,0.0902,15116525,222302,0
2023-10-29,Website,447,35,0.0794,7551406,215754,0
2023-10-30,Shopee,1509,233,0.1546,44523423,191088,0
2023-10-30,Tokopedia,778,105,0.1354,21860188,208192,0
2023-10-30,Website,513,47,0.0929,12588997,267851,0
2023-10-31,Shopee,1286,159,0.1239,30565858,192238,0
2023-10-31,Tokopedia,845,94,0.1121,15705237,167077,0
2023-10-31,Website,554,39,0.0715,9122148,233901,0
2023-11-01,Shopee,2086,214,0.1028,38081683,177952,0
2023-11-01,Tokopedia,1051,83,0.0798,19101607,230140,0
2023-11-01,Website,603,45,0.0749,7486447,166365,0
2023-11-02,Shopee,2053,319,0.1557,60755348,190456,0
2023-11-02,Tokopedia,1529,134,0.0879,21850486,163063,0
2023-11-02,Website,586,59,0.1023,13900959,235609,0
