snapshot_id,year_month,sku_id,category,subcategory,brand,opening_stock,incoming_qty,sold_qty,closing_stock,sell_through_rate,days_of_inventory,lead_time_days,is_stockout
INV-2023-07-MCO-JW-018,2023-07,MCO-JW-018,Accessories,Jewelry,MCC Basic,33,0,3,30,0.0909,300,13,0
INV-2023-07-MCO-JW-019,2023-07,MCO-JW-019,Accessories,Jewelry,MCC Standard,38,0,1,37,0.0263,999,13,0
INV-2023-07-MCO-JW-020,2023-07,MCO-JW-020,Accessories,Jewelry,MCC Standard,51,0,1,50,0.0196,999,10,0
INV-2023-07-MCO-JW-021,2023-07,MCO-JW-021,Accessories,Jewelry,MCC Standard,36,0,3,33,0.0833,330,11,0
INV-2023-07-MCO-JW-022,2023-07,MCO-JW-022,Accessories,Jewelry,MCC Basic,43,0,0,43,0.0,430,17,0
INV-2023-07-MCO-JW-023,2023-07,MCO-JW-023,Accessories,Jewelry,MCC Premium,19,0,4,15,0.2105,112,8,0
INV-2023-07-MCO-JW-024,2023-07,MCO-JW-024,Accessories,Jewelry,MCC Standard,28,0,3,25,0.1071,250,14,0
INV-2023-07-MCO-JW-025,2023-07,MCO-JW-025,Accessories,Jewelry,MCC Premium,30,0,5,25,0.1667,150,16,0
INV-2023-07-MCO-JW-026,2023-07,MCO-JW-026,Accessories,Jewelry,MCC Standard,46,0,3,43,0.0652,430,8,0
INV-2023-07-MCO-JW-027,2023-07,MCO-JW-027,Accessories,Jewelry,MCC Standard,55,0,0,55,0.0,550,11,0
INV-2023-07-MCO-JW-028,2023-07,MCO-JW-028,Accessories,Jewelry,MCC Standard,26,0,2,24,0.0769,360,14,0
INV-2023-07-MCO-BT-001,2023-07,MCO-BT-001,Accessories,Belts,MCC Standard,19,0,5,14,0.2632,84,10,0
INV-2023-07-MCO-BT-002,2023-07,MCO-BT-002,Accessories,Belts,MCC Basic,53,0,6,47,0.1132,235,8,0
INV-2023-07-MCO-BT-003,2023-07,MCO-BT-003,Accessories,Belts,MCC Standard,20,0,1,19,0.05,570,9,0
INV-2023-07-MCO-BT-004,2023-07,MCO-BT-004,Accessories,Belts,MCC Standard,53,0,1,52,0.0189,999,21,0
INV-2023-07-MCO-BT-005,2023-07,MCO-BT-005,Accessories,Belts,MCC Standard,26,0,2,24,0.0769,360,11,0
INV-2023-07-MCO-BT-006,2023-07,MCO-BT-006,Accessories,Belts,MCC Premium,33,0,9,24,0.2727,80,17,0
INV-2023-07-MCO-BT-007,2023-07,MCO-BT-007,Accessories,Belts,MCC Basic,29,0,4,25,0.1379,188,17,0
INV-2023-07-MCO-BT-008,2023-07,MCO-BT-008,Accessories,Belts,MCC Standard,11,68,3,76,0.038,760,20,0
INV-2023-07-MCO-BT-009,2023-07,MCO-BT-009,Accessories,Belts,MCC Premium,28,0,0,28,0.0,280,18,0
INV-2023-07-MCO-BT-010,2023-07,MCO-BT-010,Accessories,Belts,MCC Basic,46,0,1,45,0.0217,999,15,0
INV-2023-07-MCO-BT-011,2023-07,MCO-BT-011,Accessories,Belts,MCC Standard,47,0,1,46,0.0213,999,9,0
INV-2023-07-MCO-BT-012,2023-07,MCO-BT-012,Accessories,Belts,MCC Standard,60,0,1,59,0.0167,999,20,0
INV-2023-07-MCO-BT-013,2023-07,MCO-BT-013,Accessories,Belts,MCC Basic,17,0,4,13,0.2353,98,18,0
INV-2023-07-MCO-BT-014,2023-07,MCO-BT-014,Accessories,Belts,MCC Standard,21,0,2,19,0.0952,285,9,0
INV-2023-07-MCO-BT-015,2023-07,MCO-BT-015,Accessories,Belts,MCC Standard,34,0,3,31,0.0882,310,18,0
INV-2023-07-MCO-BT-016,2023-07,MCO-BT-016,Accessories,Belts,MCC Basic,56,0,0,56,0.0,560,14,0
INV-2023-07-MCO-BT-017,2023-07,MCO-BT-017,Accessories,Belts,MCC Standard,16,0,2,14,0.125,210,9,0
INV-2023-07-MCO-BT-018,2023-07,MCO-BT-018,Accessories,Belts,MCC Premium,14,0,4,10,0.2857,75,17,0
INV-2023-07-MCO-CS-001,2023-07,MCO-CS-001,Footwear,Casual Shoes,MCC Standard,23,0,1,22,0.0435,660,11,0
INV-2023-07-MCO-CS-002,2023-07,MCO-CS-002,Footwear,Casual Shoes,MCC Standard,17,0,3,14,0.1765,140,13,0
INV-2023-07-MCO-CS-003,2023-07,MCO-CS-003,Footwear,Casual Shoes,MCC Basic,26,0,0,26,0.0,260,19,0
INV-2023-07-MCO-CS-004,2023-07,MCO-CS-004,Footwear,Casual Shoes,MCC Standard,31,0,0,31,0.0,310,19,0
INV-2023-07-MCO-CS-005,2023-07,MCO-CS-005,Footwear,Casual Shoes,MCC Premium,47,0,7,40,0.1489,171,19,0
INV-2023-07-MCO-CS-006,2023-07,MCO-CS-006,Footwear,Casual Shoes,MCC Standard,22,0,3,19,0.1364,190,11,0
INV-2023-07-MCO-CS-007,2023-07,MCO-CS-007,Footwear,Casual Shoes,MCC Standard,43,0,0,43,0.0,430,16,0
INV-2023-07-MCO-CS-008,2023-07,MCO-CS-008,Footwear,Casual Shoes,MCC Premium,32,0,2,30,0.0625,450,18,0
INV-2023-07-MCO-CS-009,2023-07,MCO-CS-009,Footwear,Casual Shoes,MCC Basic,19,0,3,16,0.1579,160,16,0
INV-2023-07-MCO-CS-010,2023-07,MCO-CS-010,Footwear,Casual Shoes,MCC Standard,44,0,2,42,0.0455,630,13,0
INV-2023-07-MCO-CS-011,2023-07,MCO-CS-011,Footwear,Casual Shoes,MCC Standard,21,0,0,21,0.0,210,17,0
INV-2023-07-MCO-CS-012,2023-07,MCO-CS-012,Footwear,Casual Shoes,MCC Premium,22,0,1,21,0.0455,630,16,0
INV-2023-07-MCO-CS-013,2023-07,MCO-CS-013,Footwear,Casual Shoes,MCC Standard,49,0,4,45,0.0816,338,15,0
INV-2023-07-MCO-CS-014,2023-07,MCO-CS-014,Footwear,Casual Shoes,MCC Standard,24,0,0,24,0.0,240,15,0
INV-2023-07-MCO-CS-015,2023-07,MCO-CS-015,Footwear,Casual Shoes,MCC Premium,38,0,2,36,0.0526,540,20,0
INV-2023-07-MCO-CS-016,2023-07,MCO-CS-016,Footwear,Casual Shoes,MCC Premium,39,0,2,37,0.0513,555,17,0
INV-2023-07-MCO-CS-017,2023-07,MCO-CS-017,Footwear,Casual Shoes,MCC Standard,44,0,2,42,0.0455,630,20,0
INV-2023-07-MCO-CS-018,2023-07,MCO-CS-018,Footwear,Casual Shoes,MCC Standard,32,0,0,32,0.0,320,12,0
INV-2023-07-MCO-CS-019,2023-07,MCO-CS-019,Footwear,Casual Shoes,MCC Premium,26,0,3,23,0.1154,230,15,0
INV-2023-07-MCO-CS-020,2023-07,MCO-CS-020,Footwear,Casual Shoes,MCC Standard,53,0,0,53,0.0,530,8,0
INV-2023-07-MCO-CS-021,2023-07,MCO-CS-021,Footwear,Casual Shoes,MCC Standard,43,0,0,43,0.0,430,19,0
INV-2023-07-MCO-CS-022,2023-07,MCO-CS-022,Footwear,Casual Shoes,MCC Premium,33,0,2,31,0.0606,465,14,0
INV-2023-07-MCO-CS-023,2023-07,MCO-CS-023,Footwear,Casual Shoes,MCC Premium,46,0,4,42,0.087,315,18,0
INV-2023-07-MCO-CS-024,2023-07,MCO-CS-024,Footwear,Casual Shoes,MCC Standard,20,0,0,20,0.0,200,12,0
INV-2023-07-MCO-CS-025,2023-07,MCO-CS-025,Footwear,Casual Shoes,MCC Standard,30,0,2,28,0.0667,420,21,0
INV-2023-07-MCO-CS-026,2023-07,MCO-CS-026,Footwear,Casual Shoes,MCC Standard,43,0,4,39,0.093,292,10,0
INV-2023-07-MCO-CS-027,2023-07,MCO-CS-027,Footwear,Casual Shoes,MCC Standard,18,0,1,17,0.0556,510,14,0
INV-2023-07-MCO-CS-028,2023-07,MCO-CS-028,Footwear,Casual Shoes,MCC Standard,41,0,3,38,0.0732,380,10,0
INV-2023-07-MCO-FS-001,2023-07,MCO-FS-001,Footwear,Formal Shoes,MCC Premium,49,0,11,38,0.2245,104,8,0
INV-2023-07-MCO-FS-002,2023-07,MCO-FS-002,Footwear,Formal Shoes,MCC Basic,44,0,0,44,0.0,440,17,0
INV-2023-07-MCO-FS-003,2023-07,MCO-FS-003,Footwear,Formal Shoes,MCC Standard,12,0,1,11,0.0833,330,9,0
INV-2023-07-MCO-FS-004,2023-07,MCO-FS-004,Footwear,Formal Shoes,MCC Standard,6,44,2,48,0.04,720,20,0
INV-2023-07-MCO-FS-005,2023-07,MCO-FS-005,Footwear,Formal Shoes,MCC Basic,42,0,2,40,0.0476,600,18,0
INV-2023-07-MCO-FS-006,2023-07,MCO-FS-006,Footwear,Formal Shoes,MCC Basic,37,0,4,33,0.1081,248,19,0
INV-2023-07-MCO-FS-007,2023-07,MCO-FS-007,Footwear,Formal Shoes,MCC Premium,36,0,1,35,0.0278,999,19,0
INV-2023-07-MCO-FS-008,2023-07,MCO-FS-008,Footwear,Formal Shoes,MCC Standard,17,0,0,17,0.0,170,13,0
INV-2023-07-MCO-FS-009,2023-07,MCO-FS-009,Footwear,Formal Shoes,MCC Standard,33,0,0,33,0.0,330,14,0
INV-2023-07-MCO-FS-010,2023-07,MCO-FS-010,Footwear,Formal Shoes,MCC Basic,21,0,0,21,0.0,210,12,0
INV-2023-07-MCO-FS-011,2023-07,MCO-FS-011,Footwear,Formal Shoes,MCC Premium,24,0,3,21,0.125,210,7,0
INV-2023-07-MCO-FS-012,2023-07,MCO-FS-012,Footwear,Formal Shoes,MCC Standard,23,0,3,20,0.1304,200,13,0
INV-2023-07-MCO-FS-013,2023-07,MCO-FS-013,Footwear,Formal Shoes,MCC Standard,53,0,0,53,0.0,530,14,0
INV-2023-07-MCO-FS-014,2023-07,MCO-FS-014,Footwear,Formal Shoes,MCC Standard,47,0,2,45,0.0426,675,15,0
INV-2023-07-MCO-FS-015,2023-07,MCO-FS-015,Footwear,Formal Shoes,MCC Standard,31,0,4,27,0.129,202,10,0
INV-2023-07-MCO-FS-016,2023-07,MCO-FS-016,Footwear,Formal Shoes,MCC Standard,22,0,0,22,0.0,220,20,0
INV-2023-07-MCO-FS-017,2023-07,MCO-FS-017,Footwear,Formal Shoes,MCC Premium,27,0,1,26,0.037,780,17,0
INV-2023-07-MCO-FS-018,2023-07,MCO-FS-018,Footwear,Formal Shoes,MCC Premium,11,57,2,66,0.0294,990,20,0
INV-2023-08-MCO-SH-001,2023-08,MCO-SH-001,Apparel,Shirts,MCC Standard,0,65,65,0,1.0,0,10,1
INV-2023-08-MCO-SH-002,2023-08,MCO-SH-002,Apparel,Shirts,MCC Standard,0,17,17,0,1.0,0,28,1
INV-2023-08-MCO-SH-003,2023-08,MCO-SH-003,Apparel,Shirts,MCC Basic,0,7,7,0,1.0,0,26,1
INV-2023-08-MCO-SH-004,2023-08,MCO-SH-004,Apparel,Shirts,MCC Premium,0,41,41,0,1.0,0,19,1
INV-2023-08-MCO-SH-005,2023-08,MCO-SH-005,Apparel,Shirts,MCC Standard,0,42,42,0,1.0,0,7,1
INV-2023-08-MCO-SH-006,2023-08,MCO-SH-006,Apparel,Shirts,MCC Basic,0,39,39,0,1.0,0,19,1
INV-2023-08-MCO-SH-007,2023-08,MCO-SH-007,Apparel,Shirts,MCC Premium,0,0,0,0,0.0,0,16,1
INV-2023-08-MCO-SH-008,2023-08,MCO-SH-008,Apparel,Shirts,MCC Basic,80,72,69,83,0.4539,36,8,0
INV-2023-08-MCO-SH-009,2023-08,MCO-SH-009,Apparel,Shirts,MCC Standard,1,33,34,0,1.0,0,17,1
INV-2023-08-MCO-SH-010,2023-08,MCO-SH-010,Apparel,Shirts,MCC Basic,32,61,47,46,0.5054,29,17,0
INV-2023-08-MCO-SH-011,2023-08,MCO-SH-011,Apparel,Shirts,MCC Premium,76,28,52,52,0.5,30,18,0
INV-2023-08-MCO-SH-012,2023-08,MCO-SH-012,Apparel,Shirts,MCC Premium,20,38,39,19,0.6724,15,26,0
INV-2023-08-MCO-SH-013,2023-08,MCO-SH-013,Apparel,Shirts,MCC Standard,15,38,41,12,0.7736,9,13,0
INV-2023-08-MCO-SH-014,2023-08,MCO-SH-014,Apparel,Shirts,MCC Standard,29,82,34,77,0.3063,68,7,0
INV-2023-08-MCO-SH-015,2023-08,MCO-SH-015,Apparel,Shirts,MCC Premium,51,21,57,15,0.7917,8,17,0
INV-2023-08-MCO-SH-016,2023-08,MCO-SH-016,Apparel,Shirts,MCC Premium,22,72,36,58,0.383,48,15,0
INV-2023-08-MCO-SH-017,2023-08,MCO-SH-017,Apparel,Shirts,MCC Standard,35,89,44,80,0.3548,55,10,0
INV-2023-08-MCO-SH-018,2023-08,MCO-SH-018,Apparel,Shirts,MCC Standard,72,0,31,41,0.4306,40,13,0
INV-2023-08-MCO-SH-019,2023-08,MCO-SH-019,Apparel,Shirts,MCC Basic,43,55,30,68,0.3061,68,20,0
INV-2023-08-MCO-SH-020,2023-08,MCO-SH-020,Apparel,Shirts,MCC Standard,33,61,27,67,0.2872,74,26,0
INV-2023-08-MCO-SH-021,2023-08,MCO-SH-021,Apparel,Shirts,MCC Premium,37,0,21,16,0.5676,23,16,0
INV-2023-08-MCO-SH-022,2023-08,MCO-SH-022,Apparel,Shirts,MCC Standard,54,0,30,24,0.5556,24,9,0
INV-2023-08-MCO-SH-023,2023-08,MCO-SH-023,Apparel,Shirts,MCC Basic,49,0,11,38,0.2245,104,12,0
INV-2023-08-MCO-SH-024,2023-08,MCO-SH-024,Apparel,Shirts,MCC Premium,26,0,12,14,0.4615,35,7,0
INV-2023-08-MCO-SH-025,2023-08,MCO-SH-025,Apparel,Shirts,MCC Standard,64,0,11,53,0.1719,145,21,0
INV-2023-08-MCO-SH-026,2023-08,MCO-SH-026,Apparel,Shirts,MCC Standard,48,0,9,39,0.1875,130,19,0
INV-2023-08-MCO-SH-027,2023-08,MCO-SH-027,Apparel,Shirts,MCC Standard,25,0,16,9,0.64,17,20,0
INV-2023-08-MCO-SH-028,2023-08,MCO-SH-028,Apparel,Shirts,MCC Premium,65,0,23,42,0.3538,55,8,0
INV-2023-08-MCO-SH-029,2023-08,MCO-SH-029,Apparel,Shirts,MCC Premium,42,0,13,29,0.3095,67,16,0
INV-2023-08-MCO-SH-030,2023-08,MCO-SH-030,Apparel,Shirts,MCC Premium,73,0,11,62,0.1507,169,11,0
INV-2023-08-MCO-SH-031,2023-08,MCO-SH-031,Apparel,Shirts,MCC Standard,9,36,17,28,0.3778,49,7,0
INV-2023-08-MCO-SH-032,2023-08,MCO-SH-032,Apparel,Shirts,MCC Standard,46,0,9,37,0.1957,123,11,0
INV-2023-08-MCO-SH-033,2023-08,MCO-SH-033,Apparel,Shirts,MCC Standard,10,50,13,47,0.2167,108,10,0
INV-2023-08-MCO-SH-034,2023-08,MCO-SH-034,Apparel,Shirts,MCC Premium,65,0,9,56,0.1385,187,20,0
INV-2023-08-MCO-SH-035,2023-08,MCO-SH-035,Apparel,Shirts,MCC Premium,22,0,11,11,0.5,30,8,0
INV-2023-08-MCO-SH-036,2023-08,MCO-SH-036,Apparel,Shirts,MCC Premium,14,0,8,6,0.5714,22,18,0
INV-2023-08-MCO-SH-037,2023-08,MCO-SH-037,Apparel,Shirts,MCC Premium,19,0,7,12,0.3684,51,13,0
INV-2023-08-MCO-SH-038,2023-08,MCO-SH-038,Apparel,Shirts,MCC Standard,55,0,14,41,0.2545,88,7,0
INV-2023-08-MCO-SH-039,2023-08,MCO-SH-039,Apparel,Shirts,MCC Standard,19,0,10,9,0.5263,27,20,0
INV-2023-08-MCO-SH-040,2023-08,MCO-SH-040,Apparel,Shirts,MCC Premium,42,0,3,39,0.0714,390,13,0
INV-2023-08-MCO-SH-041,2023-08,MCO-SH-041,Apparel,Shirts,MCC Basic,37,0,11,26,0.2973,71,15,0
INV-2023-08-MCO-SH-042,2023-08,MCO-SH-042,Apparel,Shirts,MCC Basic,27,0,6,21,0.2222,105,11,0
INV-2023-08-MCO-SH-043,2023-08,MCO-SH-043,Apparel,Shirts,MCC Standard,67,0,9,58,0.1343,193,11,0
INV-2023-08-MCO-SH-044,2023-08,MCO-SH-044,Apparel,Shirts,MCC Premium,9,54,8,55,0.127,206,17,0
INV-2023-08-MCO-SH-045,2023-08,MCO-SH-045,Apparel,Shirts,MCC Standard,41,0,14,27,0.3415,58,7,0
INV-2023-08-MCO-SH-046,2023-08,MCO-SH-046,Apparel,Shirts,MCC Standard,41,0,1,40,0.0244,999,7,0
INV-2023-08-MCO-SH-047,2023-08,MCO-SH-047,Apparel,Shirts,MCC Basic,28,0,3,25,0.1071,250,16,0
INV-2023-08-MCO-SH-048,2023-08,MCO-SH-048,Apparel,Shirts,MCC Standard,28,0,7,21,0.25,90,12,0
INV-2023-08-MCO-SH-049,2023-08,MCO-SH-049,Apparel,Shirts,MCC Standard,34,0,8,26,0.2353,98,7,0
INV-2023-08-MCO-SH-050,2023-08,MCO-SH-050,Apparel,Shirts,MCC Standard,43,0,4,39,0.093,292,7,0
INV-2023-08-MCO-SH-051,2023-08,MCO-SH-051,Apparel,Shirts,MCC Standard,85,0,4,81,0.0471,608,18,0
INV-2023-08-MCO-SH-052,2023-08,MCO-SH-052,Apparel,Shirts,MCC Premium,12,0,4,8,0.3333,60,13,0
INV-2023-08-MCO-SH-053,2023-08,MCO-SH-053,Apparel,Shirts,MCC Premium,85,0,7,78,0.0824,334,13,0
INV-2023-08-MCO-SH-054,2023-08,MCO-SH-054,Apparel,Shirts,MCC Standard,39,0,5,34,0.1282,204,10,0
INV-2023-08-MCO-SH-055,2023-08,MCO-SH-055,Apparel,Shirts,MCC Premium,5,55,7,53,0.1167,227,10,0
INV-2023-08-MCO-SH-056,2023-08,MCO-SH-056,Apparel,Shirts,MCC Basic,26,0,10,16,0.3846,48,20,0
INV-2023-08-MCO-SH-057,2023-08,MCO-SH-057,Apparel,Shirts,MCC Standard,28,0,9,19,0.3214,63,14,0
INV-2023-08-MCO-SH-058,2023-08,MCO-SH-058,Apparel,Shirts,MCC Standard,23,0,2,21,0.087,315,9,0
INV-2023-08-MCO-DR-001,2023-08,MCO-DR-001,Apparel,Dresses,MCC Basic,24,0,2,22,0.0833,330,13,0
INV-2023-08-MCO-DR-002,2023-08,MCO-DR-002,Apparel,Dresses,MCC Standard,55,0,5,50,0.0909,300,11,0
INV-2023-08-MCO-DR-003,2023-08,MCO-DR-003,Apparel,Dresses,MCC Standard,30,0,4,26,0.1333,195,8,0
INV-2023-08-MCO-DR-004,2023-08,MCO-DR-004,Apparel,Dresses,MCC Standard,29,0,4,25,0.1379,188,7,0
INV-2023-08-MCO-DR-005,2023-08,MCO-DR-005,Apparel,Dresses,MCC Premium,34,0,3,31,0.0882,310,9,0
INV-2023-08-MCO-DR-006,2023-08,MCO-DR-006,Apparel,Dresses,MCC Premium,35,0,13,22,0.3714,51,7,0
INV-2023-08-MCO-DR-007,2023-08,MCO-DR-007,Apparel,Dresses,MCC Standard,10,49,3,56,0.0508,560,21,0
INV-2023-08-MCO-DR-008,2023-08,MCO-DR-008,Apparel,Dresses,MCC Standard,36,0,7,29,0.1944,124,17,0
INV-2023-08-MCO-DR-009,2023-08,MCO-DR-009,Apparel,Dresses,MCC Standard,8,62,10,60,0.1429,180,21,0
INV-2023-08-MCO-DR-010,2023-08,MCO-DR-010,Apparel,Dresses,MCC Basic,39,0,8,31,0.2051,116,20,0
INV-2023-08-MCO-DR-011,2023-08,MCO-DR-011,Apparel,Dresses,MCC Premium,10,47,4,53,0.0702,398,17,0
INV-2023-08-MCO-DR-012,2023-08,MCO-DR-012,Apparel,Dresses,MCC Basic,21,0,4,17,0.1905,128,11,0
INV-2023-08-MCO-DR-013,2023-08,MCO-DR-013,Apparel,Dresses,MCC Basic,57,0,6,51,0.1053,255,15,0
INV-2023-08-MCO-DR-014,2023-08,MCO-DR-014,Apparel,Dresses,MCC Standard,47,0,10,37,0.2128,111,12,0
INV-2023-08-MCO-DR-015,2023-08,MCO-DR-015,Apparel,Dresses,MCC Standard,88,0,5,83,0.0568,498,18,0
INV-2023-08-MCO-DR-016,2023-08,MCO-DR-016,Apparel,Dresses,MCC Standard,20,0,4,16,0.2,120,8,0
INV-2023-08-MCO-DR-017,2023-08,MCO-DR-017,Apparel,Dresses,MCC Basic,66,0,14,52,0.2121,111,8,0
INV-2023-08-MCO-DR-018,2023-08,MCO-DR-018,Apparel,Dresses,MCC Basic,31,0,6,25,0.1935,125,13,0
INV-2023-08-MCO-DR-019,2023-08,MCO-DR-019,Apparel,Dresses,MCC Premium,17,0,11,6,0.6471,16,17,0
INV-2023-08-MCO-DR-020,2023-08,MCO-DR-020,Apparel,Dresses,MCC Premium,28,0,8,20,0.2857,75,10,0
INV-2023-08-MCO-DR-021,2023-08,MCO-DR-021,Apparel,Dresses,MCC Standard,32,0,4,28,0.125,210,8,0
INV-2023-08-MCO-DR-022,2023-08,MCO-DR-022,Apparel,Dresses,MCC Premium,14,0,5,9,0.3571,54,21,0
INV-2023-08-MCO-DR-023,2023-08,MCO-DR-023,Apparel,Dresses,MCC Premium,17,58,13,62,0.1733,143,19,0
INV-2023-08-MCO-DR-024,2023-08,MCO-DR-024,Apparel,Dresses,MCC Premium,38,0,3,35,0.0789,350,20,0
INV-2023-08-MCO-DR-025,2023-08,MCO-DR-025,Apparel,Dresses,MCC Standard,45,0,7,38,0.1556,163,17,0
INV-2023-08-MCO-DR-026,2023-08,MCO-DR-026,Apparel,Dresses,MCC Basic,62,0,2,60,0.0323,900,16,0
INV-2023-08-MCO-DR-027,2023-08,MCO-DR-027,Apparel,Dresses,MCC Standard,53,0,2,51,0.0377,765,21,0
INV-2023-08-MCO-DR-028,2023-08,MCO-DR-028,Apparel,Dresses,MCC Basic,75,0,4,71,0.0533,532,14,0
INV-2023-08-MCO-DR-029,2023-08,MCO-DR-029,Apparel,Dresses,MCC Standard,24,0,4,20,0.1667,150,9,0
INV-2023-08-MCO-DR-030,2023-08,MCO-DR-030,Apparel,Dresses,MCC Basic,30,0,7,23,0.2333,99,12,0
INV-2023-08-MCO-DR-031,2023-08,MCO-DR-031,Apparel,Dresses,MCC Basic,43,0,6,37,0.1395,185,15,0
INV-2023-08-MCO-DR-032,2023-08,MCO-DR-032,Apparel,Dresses,MCC Standard,66,0,0,66,0.0,660,15,0
INV-2023-08-MCO-DR-033,2023-08,MCO-DR-033,Apparel,Dresses,MCC Premium,17,0,8,9,0.4706,34,11,0
INV-2023-08-MCO-DR-034,2023-08,MCO-DR-034,Apparel,Dresses,MCC Standard,31,0,2,29,0.0645,435,12,0
INV-2023-08-MCO-DR-035,2023-08,MCO-DR-035,Apparel,Dresses,MCC Basic,52,0,3,49,0.0577,490,18,0
INV-2023-08-MCO-DR-036,2023-08,MCO-DR-036,Apparel,Dresses,MCC Premium,17,0,3,14,0.1765,140,7,0
INV-2023-08-MCO-DR-037,2023-08,MCO-DR-037,Apparel,Dresses,MCC Basic,20,0,3,17,0.15,170,16,0
INV-2023-08-MCO-DR-038,2023-08,MCO-DR-038,Apparel,Dresses,MCC Standard,8,48,15,41,0.2679,82,8,0
INV-2023-08-MCO-DR-039,2023-08,MCO-DR-039,Apparel,Dresses,MCC Basic,51,0,5,46,0.098,276,20,0
INV-2023-08-MCO-DR-040,2023-08,MCO-DR-040,Apparel,Dresses,MCC Standard,21,0,12,9,0.5714,22,21,0
INV-2023-08-MCO-DR-041,2023-08,MCO-DR-041,Apparel,Dresses,MCC Standard,20,0,3,17,0.15,170,19,0
INV-2023-08-MCO-DR-042,2023-08,MCO-DR-042,Apparel,Dresses,MCC Premium,25,0,2,23,0.08,345,21,0
INV-2023-08-MCO-DR-043,2023-08,MCO-DR-043,Apparel,Dresses,MCC Standard,26,0,6,20,0.2308,100,11,0
INV-2023-08-MCO-PT-001,2023-08,MCO-PT-001,Apparel,Pants,MCC Premium,8,55,3,60,0.0476,600,17,0
INV-2023-08-MCO-PT-002,2023-08,MCO-PT-002,Apparel,Pants,MCC Premium,18,0,3,15,0.1667,150,15,0
INV-2023-08-MCO-PT-003,2023-08,MCO-PT-003,Apparel,Pants,MCC Premium,21,0,6,15,0.2857,75,18,0
INV-2023-08-MCO-PT-004,2023-08,MCO-PT-004,Apparel,Pants,MCC Premium,78,0,1,77,0.0128,999,9,0
INV-2023-08-MCO-PT-005,2023-08,MCO-PT-005,Apparel,Pants,MCC Standard,54,0,3,51,0.0556,510,12,0
INV-2023-08-MCO-PT-006,2023-08,MCO-PT-006,Apparel,Pants,MCC Standard,30,0,9,21,0.3,70,18,0
INV-2023-08-MCO-PT-007,2023-08,MCO-PT-007,Apparel,Pants,MCC Basic,76,0,5,71,0.0658,426,16,0
INV-2023-08-MCO-PT-008,2023-08,MCO-PT-008,Apparel,Pants,MCC Premium,63,0,4,59,0.0635,442,20,0
INV-2023-08-MCO-PT-009,2023-08,MCO-PT-009,Apparel,Pants,MCC Premium,35,0,3,32,0.0857,320,19,0
INV-2023-08-MCO-PT-010,2023-08,MCO-PT-010,Apparel,Pants,MCC Standard,33,0,2,31,0.0606,465,12,0
INV-2023-08-MCO-PT-011,2023-08,MCO-PT-011,Apparel,Pants,MCC Standard,39,0,3,36,0.0769,360,14,0
INV-2023-08-MCO-PT-012,2023-08,MCO-PT-012,Apparel,Pants,MCC Basic,24,0,3,21,0.125,210,13,0
INV-2023-08-MCO-PT-013,2023-08,MCO-PT-013,Apparel,Pants,MCC Premium,36,0,7,29,0.1944,124,14,0
INV-2023-08-MCO-PT-014,2023-08,MCO-PT-014,Apparel,Pants,MCC Basic,23,0,1,22,0.0435,660,15,0
INV-2023-08-MCO-PT-015,2023-08,MCO-PT-015,Apparel,Pants,MCC Standard,30,0,3,27,0.1,270,14,0
INV-2023-08-MCO-PT-016,2023-08,MCO-PT-016,Apparel,Pants,MCC Standard,8,43,6,45,0.1176,225,12,0
INV-2023-08-MCO-PT-017,2023-08,MCO-PT-017,Apparel,Pants,MCC Standard,18,65,13,70,0.1566,162,16,0
INV-2023-08-MCO-PT-018,2023-08,MCO-PT-018,Apparel,Pants,MCC Standard,6,36,4,38,0.0952,285,13,0
INV-2023-08-MCO-PT-019,2023-08,MCO-PT-019,Apparel,Pants,MCC Premium,20,0,6,14,0.3,70,13,0
INV-2023-08-MCO-PT-020,2023-08,MCO-PT-020,Apparel,Pants,MCC Standard,4,73,9,68,0.1169,227,19,0
INV-2023-08-MCO-PT-021,2023-08,MCO-PT-021,Apparel,Pants,MCC Standard,87,0,2,85,0.023,999,9,0
INV-2023-08-MCO-PT-022,2023-08,MCO-PT-022,Apparel,Pants,MCC Standard,24,0,3,21,0.125,210,21,0
INV-2023-08-MCO-PT-023,2023-08,MCO-PT-023,Apparel,Pants,MCC Standard,15,0,4,11,0.2667,82,14,0
INV-2023-08-MCO-PT-024,2023-08,MCO-PT-024,Apparel,Pants,MCC Basic,68,0,9,59,0.1324,197,20,0
INV-2023-08-MCO-PT-025,2023-08,MCO-PT-025,Apparel,Pants,MCC Standard,89,0,9,80,0.1011,267,9,0
INV-2023-08-MCO-PT-026,2023-08,MCO-PT-026,Apparel,Pants,MCC Standard,51,0,2,49,0.0392,735,18,0
INV-2023-08-MCO-PT-027,2023-08,MCO-PT-027,Apparel,Pants,MCC Standard,14,0,5,9,0.3571,54,8,0
INV-2023-08-MCO-PT-028,2023-08,MCO-PT-028,Apparel,Pants,MCC Standard,23,0,1,22,0.0435,660,18,0
INV-2023-08-MCO-OW-001,2023-08,MCO-OW-001,Apparel,Outerwear,MCC Premium,25,0,5,20,0.2,120,19,0
INV-2023-08-MCO-OW-002,2023-08,MCO-OW-002,Apparel,Outerwear,MCC Premium,43,0,5,38,0.1163,228,9,0
INV-2023-08-MCO-OW-003,2023-08,MCO-OW-003,Apparel,Outerwear,MCC Standard,28,0,3,25,0.1071,250,17,0
